Pathogen,Antibiotic,Region
Salmonella spp.,Imipenem,Argentina
Salmonella spp.,Imipenem,Bangladesh
Salmonella spp.,Imipenem,Bangladesh
Salmonella spp.,Imipenem,Bangladesh
Salmonella spp.,Imipenem,Bangladesh
Salmonella spp.,Imipenem,Japan
Salmonella spp.,Imipenem,Japan
Salmonella spp.,Imipenem,Japan
Salmonella spp.,Imipenem,Japan
Salmonella spp.,Imipenem,Republic of Korea
Salmonella spp.,Imipenem,Republic of Korea
Salmonella spp.,Imipenem,Republic of Korea
Salmonella spp.,Imipenem,Republic of Korea
Salmonella spp.,Imipenem,Malaysia
Salmonella spp.,Imipenem,Malaysia
Salmonella spp.,Imipenem,Malaysia
Salmonella spp.,Imipenem,Malaysia
Salmonella spp.,Imipenem,Pakistan
Salmonella spp.,Imipenem,Pakistan
Salmonella spp.,Imipenem,Pakistan
Salmonella spp.,Imipenem,Pakistan
Salmonella spp.,Imipenem,Philippines
Salmonella spp.,Imipenem,Philippines
Salmonella spp.,Imipenem,Philippines
Salmonella spp.,Imipenem,Philippines
Salmonella spp.,Imipenem,Poland
Salmonella spp.,Imipenem,Poland
Salmonella spp.,Imipenem,Poland
Salmonella spp.,Imipenem,Poland
Salmonella spp.,Imipenem,Saudi Arabia
Salmonella spp.,Imipenem,Saudi Arabia
Salmonella spp.,Imipenem,Saudi Arabia
Salmonella spp.,Imipenem,Saudi Arabia
Salmonella spp.,Imipenem,Thailand
Salmonella spp.,Imipenem,Thailand
Salmonella spp.,Imipenem,Thailand
Salmonella spp.,Imipenem,Thailand
Salmonella spp.,Levofloxacin,United Arab Emirates
Salmonella spp.,Levofloxacin,United Arab Emirates
Salmonella spp.,Levofloxacin,United Arab Emirates
Salmonella spp.,Levofloxacin,United Arab Emirates
Salmonella spp.,Levofloxacin,Switzerland
Salmonella spp.,Levofloxacin,Switzerland
Salmonella spp.,Levofloxacin,Switzerland
Salmonella spp.,Levofloxacin,Switzerland
Salmonella spp.,Levofloxacin,Japan
Salmonella spp.,Levofloxacin,Japan
Salmonella spp.,Levofloxacin,Japan
Salmonella spp.,Levofloxacin,Japan
Salmonella spp.,Levofloxacin,Philippines
Salmonella spp.,Levofloxacin,Philippines
Salmonella spp.,Levofloxacin,Philippines
Salmonella spp.,Levofloxacin,Philippines
Salmonella spp.,Levofloxacin,Thailand
Salmonella spp.,Levofloxacin,Thailand
Salmonella spp.,Levofloxacin,Thailand
Salmonella spp.,Levofloxacin,Thailand
Acinetobacter spp.,Imipenem,United Arab Emirates
Acinetobacter spp.,Imipenem,United Arab Emirates
Acinetobacter spp.,Imipenem,United Arab Emirates
Acinetobacter spp.,Imipenem,United Arab Emirates
Acinetobacter spp.,Imipenem,Argentina
Acinetobacter spp.,Imipenem,Argentina
Acinetobacter spp.,Imipenem,Argentina
Acinetobacter spp.,Imipenem,Argentina
Acinetobacter spp.,Imipenem,Bosnia and Herzegovina
Acinetobacter spp.,Imipenem,Bosnia and Herzegovina
Acinetobacter spp.,Imipenem,Bosnia and Herzegovina
Acinetobacter spp.,Imipenem,Bosnia and Herzegovina
Acinetobacter spp.,Imipenem,Switzerland
Acinetobacter spp.,Imipenem,Switzerland
Acinetobacter spp.,Imipenem,Switzerland
Acinetobacter spp.,Imipenem,Switzerland
Acinetobacter spp.,Imipenem,Egypt
Acinetobacter spp.,Imipenem,Egypt
Acinetobacter spp.,Imipenem,Egypt
Acinetobacter spp.,Imipenem,Egypt
Acinetobacter spp.,Imipenem,Georgia
Acinetobacter spp.,Imipenem,Georgia
Acinetobacter spp.,Imipenem,Georgia
Acinetobacter spp.,Imipenem,Georgia
Acinetobacter spp.,Imipenem,India
Acinetobacter spp.,Imipenem,India
Acinetobacter spp.,Imipenem,India
Acinetobacter spp.,Imipenem,India
Acinetobacter spp.,Imipenem,Japan
Acinetobacter spp.,Imipenem,Japan
Acinetobacter spp.,Imipenem,Japan
Acinetobacter spp.,Imipenem,Japan
Acinetobacter spp.,Imipenem,Republic of Korea
Acinetobacter spp.,Imipenem,Republic of Korea
Acinetobacter spp.,Imipenem,Republic of Korea
Acinetobacter spp.,Imipenem,Republic of Korea
Acinetobacter spp.,Imipenem,North Macedonia
Acinetobacter spp.,Imipenem,North Macedonia
Acinetobacter spp.,Imipenem,North Macedonia
Acinetobacter spp.,Imipenem,North Macedonia
Acinetobacter spp.,Imipenem,Malaysia
Acinetobacter spp.,Imipenem,Malaysia
Acinetobacter spp.,Imipenem,Malaysia
Acinetobacter spp.,Imipenem,Malaysia
Acinetobacter spp.,Imipenem,Oman
Acinetobacter spp.,Imipenem,Oman
Acinetobacter spp.,Imipenem,Oman
Acinetobacter spp.,Imipenem,Oman
Acinetobacter spp.,Imipenem,Pakistan
Acinetobacter spp.,Imipenem,Pakistan
Acinetobacter spp.,Imipenem,Pakistan
Acinetobacter spp.,Imipenem,Pakistan
Acinetobacter spp.,Imipenem,Philippines
Acinetobacter spp.,Imipenem,Philippines
Acinetobacter spp.,Imipenem,Philippines
Acinetobacter spp.,Imipenem,Philippines
Acinetobacter spp.,Imipenem,Russian Federation
Acinetobacter spp.,Imipenem,Russian Federation
Acinetobacter spp.,Imipenem,Russian Federation
Acinetobacter spp.,Imipenem,Russian Federation
Acinetobacter spp.,Imipenem,Saudi Arabia
Acinetobacter spp.,Imipenem,Saudi Arabia
Acinetobacter spp.,Imipenem,Saudi Arabia
Acinetobacter spp.,Imipenem,Saudi Arabia
Acinetobacter spp.,Imipenem,Thailand
Acinetobacter spp.,Imipenem,Thailand
Acinetobacter spp.,Imipenem,Thailand
Acinetobacter spp.,Imipenem,Thailand
Acinetobacter spp.,Imipenem,Tunisia
Acinetobacter spp.,Imipenem,Tunisia
Acinetobacter spp.,Imipenem,Tunisia
Acinetobacter spp.,Imipenem,Tunisia
Acinetobacter spp.,Imipenem,South Africa
Acinetobacter spp.,Imipenem,South Africa
Acinetobacter spp.,Imipenem,South Africa
Acinetobacter spp.,Imipenem,South Africa
Salmonella spp.,Meropenem,United Arab Emirates
Salmonella spp.,Meropenem,United Arab Emirates
Salmonella spp.,Meropenem,United Arab Emirates
Salmonella spp.,Meropenem,United Arab Emirates
Salmonella spp.,Meropenem,Argentina
Salmonella spp.,Meropenem,Argentina
Salmonella spp.,Meropenem,Argentina
Salmonella spp.,Meropenem,Argentina
Salmonella spp.,Meropenem,Switzerland
Salmonella spp.,Meropenem,Switzerland
Salmonella spp.,Meropenem,Switzerland
Salmonella spp.,Meropenem,Switzerland
Salmonella spp.,Meropenem,Japan
Salmonella spp.,Meropenem,Japan
Salmonella spp.,Meropenem,Japan
Salmonella spp.,Meropenem,Japan
Salmonella spp.,Meropenem,Malaysia
Salmonella spp.,Meropenem,Malaysia
Salmonella spp.,Meropenem,Malaysia
Salmonella spp.,Meropenem,Malaysia
Salmonella spp.,Meropenem,Pakistan
Salmonella spp.,Meropenem,Pakistan
Salmonella spp.,Meropenem,Pakistan
Salmonella spp.,Meropenem,Pakistan
Salmonella spp.,Meropenem,Poland
Salmonella spp.,Meropenem,Poland
Salmonella spp.,Meropenem,Poland
Salmonella spp.,Meropenem,Poland
Salmonella spp.,Meropenem,Saudi Arabia
Salmonella spp.,Meropenem,Saudi Arabia
Salmonella spp.,Meropenem,Saudi Arabia
Salmonella spp.,Meropenem,Saudi Arabia
Salmonella spp.,Meropenem,Thailand
Salmonella spp.,Meropenem,Thailand
Salmonella spp.,Meropenem,Thailand
Salmonella spp.,Meropenem,Thailand
Streptococcus pneumoniae,Cefotaxime,United Arab Emirates
Streptococcus pneumoniae,Cefotaxime,United Arab Emirates
Streptococcus pneumoniae,Cefotaxime,United Arab Emirates
Streptococcus pneumoniae,Cefotaxime,United Arab Emirates
Streptococcus pneumoniae,Cefotaxime,Argentina
Streptococcus pneumoniae,Cefotaxime,Argentina
Streptococcus pneumoniae,Cefotaxime,Argentina
Streptococcus pneumoniae,Cefotaxime,Argentina
Streptococcus pneumoniae,Cefotaxime,Bosnia and Herzegovina
Streptococcus pneumoniae,Cefotaxime,Bosnia and Herzegovina
Streptococcus pneumoniae,Cefotaxime,Bosnia and Herzegovina
Streptococcus pneumoniae,Cefotaxime,Bosnia and Herzegovina
Streptococcus pneumoniae,Cefotaxime,Switzerland
Streptococcus pneumoniae,Cefotaxime,Switzerland
Streptococcus pneumoniae,Cefotaxime,Switzerland
Streptococcus pneumoniae,Cefotaxime,Switzerland
Streptococcus pneumoniae,Cefotaxime,Japan
Streptococcus pneumoniae,Cefotaxime,Japan
Streptococcus pneumoniae,Cefotaxime,Japan
Streptococcus pneumoniae,Cefotaxime,Japan
Streptococcus pneumoniae,Cefotaxime,Republic of Korea
Streptococcus pneumoniae,Cefotaxime,Republic of Korea
Streptococcus pneumoniae,Cefotaxime,Republic of Korea
Streptococcus pneumoniae,Cefotaxime,Republic of Korea
Streptococcus pneumoniae,Cefotaxime,Malaysia
Streptococcus pneumoniae,Cefotaxime,Malaysia
Streptococcus pneumoniae,Cefotaxime,Malaysia
Streptococcus pneumoniae,Cefotaxime,Malaysia
Streptococcus pneumoniae,Cefotaxime,Saudi Arabia
Streptococcus pneumoniae,Cefotaxime,Saudi Arabia
Streptococcus pneumoniae,Cefotaxime,Saudi Arabia
Streptococcus pneumoniae,Cefotaxime,Saudi Arabia
Streptococcus pneumoniae,Cefotaxime,Thailand
Streptococcus pneumoniae,Cefotaxime,Thailand
Streptococcus pneumoniae,Cefotaxime,Thailand
Streptococcus pneumoniae,Cefotaxime,Thailand
Streptococcus pneumoniae,Ceftriaxone,United Arab Emirates
Streptococcus pneumoniae,Ceftriaxone,United Arab Emirates
Streptococcus pneumoniae,Ceftriaxone,United Arab Emirates
Streptococcus pneumoniae,Ceftriaxone,United Arab Emirates
Streptococcus pneumoniae,Ceftriaxone,Bosnia and Herzegovina
Streptococcus pneumoniae,Ceftriaxone,Bosnia and Herzegovina
Streptococcus pneumoniae,Ceftriaxone,Bosnia and Herzegovina
Streptococcus pneumoniae,Ceftriaxone,Bosnia and Herzegovina
Streptococcus pneumoniae,Ceftriaxone,Switzerland
Streptococcus pneumoniae,Ceftriaxone,Switzerland
Streptococcus pneumoniae,Ceftriaxone,Switzerland
Streptococcus pneumoniae,Ceftriaxone,Switzerland
Streptococcus pneumoniae,Ceftriaxone,Japan
Streptococcus pneumoniae,Ceftriaxone,Japan
Streptococcus pneumoniae,Ceftriaxone,Japan
Streptococcus pneumoniae,Ceftriaxone,Japan
Streptococcus pneumoniae,Ceftriaxone,Republic of Korea
Streptococcus pneumoniae,Ceftriaxone,Republic of Korea
Streptococcus pneumoniae,Ceftriaxone,Republic of Korea
Streptococcus pneumoniae,Ceftriaxone,Republic of Korea
Streptococcus pneumoniae,Ceftriaxone,Malta
Streptococcus pneumoniae,Ceftriaxone,Malta
Streptococcus pneumoniae,Ceftriaxone,Malta
Streptococcus pneumoniae,Ceftriaxone,Malta
Streptococcus pneumoniae,Ceftriaxone,Malaysia
Streptococcus pneumoniae,Ceftriaxone,Malaysia
Streptococcus pneumoniae,Ceftriaxone,Malaysia
Streptococcus pneumoniae,Ceftriaxone,Malaysia
Streptococcus pneumoniae,Ceftriaxone,Saudi Arabia
Streptococcus pneumoniae,Ceftriaxone,Saudi Arabia
Streptococcus pneumoniae,Ceftriaxone,Saudi Arabia
Streptococcus pneumoniae,Ceftriaxone,Saudi Arabia
Streptococcus pneumoniae,Co-trimoxazole,United Arab Emirates
Streptococcus pneumoniae,Co-trimoxazole,United Arab Emirates
Streptococcus pneumoniae,Co-trimoxazole,United Arab Emirates
Streptococcus pneumoniae,Co-trimoxazole,United Arab Emirates
Streptococcus pneumoniae,Co-trimoxazole,Argentina
Streptococcus pneumoniae,Co-trimoxazole,Argentina
Streptococcus pneumoniae,Co-trimoxazole,Argentina
Streptococcus pneumoniae,Co-trimoxazole,Argentina
Streptococcus pneumoniae,Co-trimoxazole,Republic of Korea
Streptococcus pneumoniae,Co-trimoxazole,Republic of Korea
Streptococcus pneumoniae,Co-trimoxazole,Republic of Korea
Streptococcus pneumoniae,Co-trimoxazole,Republic of Korea
Streptococcus pneumoniae,Co-trimoxazole,Malaysia
Streptococcus pneumoniae,Co-trimoxazole,Malaysia
Streptococcus pneumoniae,Co-trimoxazole,Malaysia
Streptococcus pneumoniae,Co-trimoxazole,Malaysia
Streptococcus pneumoniae,Co-trimoxazole,Philippines
Streptococcus pneumoniae,Co-trimoxazole,Philippines
Streptococcus pneumoniae,Co-trimoxazole,Philippines
Streptococcus pneumoniae,Co-trimoxazole,Philippines
Streptococcus pneumoniae,Co-trimoxazole,Saudi Arabia
Streptococcus pneumoniae,Co-trimoxazole,Saudi Arabia
Streptococcus pneumoniae,Co-trimoxazole,Saudi Arabia
Streptococcus pneumoniae,Co-trimoxazole,Saudi Arabia
Streptococcus pneumoniae,Co-trimoxazole,Thailand
Streptococcus pneumoniae,Co-trimoxazole,Thailand
Streptococcus pneumoniae,Co-trimoxazole,Thailand
Streptococcus pneumoniae,Co-trimoxazole,Thailand
Streptococcus pneumoniae,Co-trimoxazole,South Africa
Streptococcus pneumoniae,Co-trimoxazole,South Africa
Streptococcus pneumoniae,Co-trimoxazole,South Africa
Streptococcus pneumoniae,Co-trimoxazole,South Africa
Streptococcus pneumoniae,Oxacillin,Switzerland
Streptococcus pneumoniae,Oxacillin,Switzerland
Streptococcus pneumoniae,Oxacillin,Switzerland
Streptococcus pneumoniae,Oxacillin,Switzerland
Streptococcus pneumoniae,Oxacillin,Republic of Korea
Streptococcus pneumoniae,Oxacillin,Republic of Korea
Streptococcus pneumoniae,Oxacillin,Republic of Korea
Streptococcus pneumoniae,Oxacillin,Republic of Korea
Streptococcus pneumoniae,Oxacillin,Malaysia
Streptococcus pneumoniae,Oxacillin,Malaysia
Streptococcus pneumoniae,Oxacillin,Malaysia
Streptococcus pneumoniae,Oxacillin,Malaysia
Streptococcus pneumoniae,Oxacillin,Saudi Arabia
Streptococcus pneumoniae,Oxacillin,Saudi Arabia
Streptococcus pneumoniae,Oxacillin,Saudi Arabia
Streptococcus pneumoniae,Oxacillin,Saudi Arabia
Streptococcus pneumoniae,Penicillin G,United Arab Emirates
Streptococcus pneumoniae,Penicillin G,United Arab Emirates
Streptococcus pneumoniae,Penicillin G,United Arab Emirates
Streptococcus pneumoniae,Penicillin G,United Arab Emirates
Streptococcus pneumoniae,Penicillin G,Argentina
Streptococcus pneumoniae,Penicillin G,Argentina
Streptococcus pneumoniae,Penicillin G,Argentina
Streptococcus pneumoniae,Penicillin G,Argentina
Streptococcus pneumoniae,Penicillin G,Bosnia and Herzegovina
Streptococcus pneumoniae,Penicillin G,Bosnia and Herzegovina
Streptococcus pneumoniae,Penicillin G,Bosnia and Herzegovina
Streptococcus pneumoniae,Penicillin G,Bosnia and Herzegovina
Streptococcus pneumoniae,Penicillin G,Switzerland
Streptococcus pneumoniae,Penicillin G,Switzerland
Streptococcus pneumoniae,Penicillin G,Switzerland
Streptococcus pneumoniae,Penicillin G,Switzerland
Streptococcus pneumoniae,Penicillin G,Japan
Streptococcus pneumoniae,Penicillin G,Japan
Streptococcus pneumoniae,Penicillin G,Japan
Streptococcus pneumoniae,Penicillin G,Japan
Streptococcus pneumoniae,Penicillin G,Republic of Korea
Streptococcus pneumoniae,Penicillin G,Republic of Korea
Streptococcus pneumoniae,Penicillin G,Republic of Korea
Streptococcus pneumoniae,Penicillin G,Republic of Korea
Streptococcus pneumoniae,Penicillin G,Malta
Streptococcus pneumoniae,Penicillin G,Malta
Streptococcus pneumoniae,Penicillin G,Malta
Streptococcus pneumoniae,Penicillin G,Malta
Streptococcus pneumoniae,Penicillin G,Malaysia
Streptococcus pneumoniae,Penicillin G,Malaysia
Streptococcus pneumoniae,Penicillin G,Malaysia
Streptococcus pneumoniae,Penicillin G,Malaysia
Streptococcus pneumoniae,Penicillin G,Philippines
Streptococcus pneumoniae,Penicillin G,Philippines
Streptococcus pneumoniae,Penicillin G,Philippines
Streptococcus pneumoniae,Penicillin G,Philippines
Streptococcus pneumoniae,Penicillin G,Thailand
Streptococcus pneumoniae,Penicillin G,Thailand
Streptococcus pneumoniae,Penicillin G,Thailand
Streptococcus pneumoniae,Penicillin G,Thailand
Streptococcus pneumoniae,Penicillin G,South Africa
Streptococcus pneumoniae,Penicillin G,South Africa
Streptococcus pneumoniae,Penicillin G,South Africa
Streptococcus pneumoniae,Penicillin G,South Africa
Acinetobacter spp.,Meropenem,United Arab Emirates
Acinetobacter spp.,Meropenem,United Arab Emirates
Acinetobacter spp.,Meropenem,United Arab Emirates
Acinetobacter spp.,Meropenem,United Arab Emirates
Acinetobacter spp.,Meropenem,Argentina
Acinetobacter spp.,Meropenem,Argentina
Acinetobacter spp.,Meropenem,Argentina
Acinetobacter spp.,Meropenem,Argentina
Acinetobacter spp.,Meropenem,Bosnia and Herzegovina
Acinetobacter spp.,Meropenem,Bosnia and Herzegovina
Acinetobacter spp.,Meropenem,Bosnia and Herzegovina
Acinetobacter spp.,Meropenem,Bosnia and Herzegovina
Acinetobacter spp.,Meropenem,Switzerland
Acinetobacter spp.,Meropenem,Switzerland
Acinetobacter spp.,Meropenem,Switzerland
Acinetobacter spp.,Meropenem,Switzerland
Acinetobacter spp.,Meropenem,Georgia
Acinetobacter spp.,Meropenem,Georgia
Acinetobacter spp.,Meropenem,Georgia
Acinetobacter spp.,Meropenem,Georgia
Acinetobacter spp.,Meropenem,India
Acinetobacter spp.,Meropenem,India
Acinetobacter spp.,Meropenem,India
Acinetobacter spp.,Meropenem,India
Acinetobacter spp.,Meropenem,Japan
Acinetobacter spp.,Meropenem,Japan
Acinetobacter spp.,Meropenem,Japan
Acinetobacter spp.,Meropenem,Japan
Acinetobacter spp.,Meropenem,Republic of Korea
Acinetobacter spp.,Meropenem,Republic of Korea
Acinetobacter spp.,Meropenem,Republic of Korea
Acinetobacter spp.,Meropenem,Republic of Korea
Acinetobacter spp.,Meropenem,North Macedonia
Acinetobacter spp.,Meropenem,North Macedonia
Acinetobacter spp.,Meropenem,North Macedonia
Acinetobacter spp.,Meropenem,North Macedonia
Acinetobacter spp.,Meropenem,Malaysia
Acinetobacter spp.,Meropenem,Malaysia
Acinetobacter spp.,Meropenem,Malaysia
Acinetobacter spp.,Meropenem,Malaysia
Acinetobacter spp.,Meropenem,Oman
Acinetobacter spp.,Meropenem,Oman
Acinetobacter spp.,Meropenem,Oman
Acinetobacter spp.,Meropenem,Oman
Acinetobacter spp.,Meropenem,Pakistan
Acinetobacter spp.,Meropenem,Pakistan
Acinetobacter spp.,Meropenem,Pakistan
Acinetobacter spp.,Meropenem,Pakistan
Acinetobacter spp.,Meropenem,Philippines
Acinetobacter spp.,Meropenem,Philippines
Acinetobacter spp.,Meropenem,Philippines
Acinetobacter spp.,Meropenem,Philippines
Acinetobacter spp.,Meropenem,Russian Federation
Acinetobacter spp.,Meropenem,Russian Federation
Acinetobacter spp.,Meropenem,Russian Federation
Acinetobacter spp.,Meropenem,Russian Federation
Acinetobacter spp.,Meropenem,Saudi Arabia
Acinetobacter spp.,Meropenem,Saudi Arabia
Acinetobacter spp.,Meropenem,Saudi Arabia
Acinetobacter spp.,Meropenem,Saudi Arabia
Acinetobacter spp.,Meropenem,Thailand
Acinetobacter spp.,Meropenem,Thailand
Acinetobacter spp.,Meropenem,Thailand
Acinetobacter spp.,Meropenem,Thailand
Acinetobacter spp.,Meropenem,Tunisia
Acinetobacter spp.,Meropenem,Tunisia
Acinetobacter spp.,Meropenem,Tunisia
Acinetobacter spp.,Meropenem,Tunisia
Acinetobacter spp.,Meropenem,South Africa
Acinetobacter spp.,Meropenem,South Africa
Acinetobacter spp.,Meropenem,South Africa
Acinetobacter spp.,Meropenem,South Africa
Acinetobacter spp.,Minocycline,United Arab Emirates
Acinetobacter spp.,Minocycline,United Arab Emirates
Acinetobacter spp.,Minocycline,United Arab Emirates
Acinetobacter spp.,Minocycline,United Arab Emirates
Acinetobacter spp.,Minocycline,Argentina
Acinetobacter spp.,Minocycline,Argentina
Acinetobacter spp.,Minocycline,Argentina
Acinetobacter spp.,Minocycline,Argentina
Acinetobacter spp.,Minocycline,India
Acinetobacter spp.,Minocycline,India
Acinetobacter spp.,Minocycline,India
Acinetobacter spp.,Minocycline,India
Acinetobacter spp.,Minocycline,Japan
Acinetobacter spp.,Minocycline,Japan
Acinetobacter spp.,Minocycline,Japan
Acinetobacter spp.,Minocycline,Japan
Acinetobacter spp.,Minocycline,Republic of Korea
Acinetobacter spp.,Minocycline,Republic of Korea
Acinetobacter spp.,Minocycline,Republic of Korea
Acinetobacter spp.,Minocycline,Republic of Korea
Acinetobacter spp.,Minocycline,Philippines
Acinetobacter spp.,Minocycline,Philippines
Acinetobacter spp.,Minocycline,Philippines
Acinetobacter spp.,Minocycline,Philippines
Acinetobacter spp.,Minocycline,Saudi Arabia
Acinetobacter spp.,Minocycline,Saudi Arabia
Acinetobacter spp.,Minocycline,Saudi Arabia
Acinetobacter spp.,Minocycline,Saudi Arabia
Acinetobacter spp.,Tigecycline,Republic of Korea
Acinetobacter spp.,Tigecycline,Republic of Korea
Acinetobacter spp.,Tigecycline,Republic of Korea
Acinetobacter spp.,Tigecycline,Republic of Korea
Acinetobacter spp.,Tigecycline,Malaysia
Acinetobacter spp.,Tigecycline,Malaysia
Acinetobacter spp.,Tigecycline,Malaysia
Acinetobacter spp.,Tigecycline,Malaysia
Acinetobacter spp.,Tigecycline,Pakistan
Acinetobacter spp.,Tigecycline,Pakistan
Acinetobacter spp.,Tigecycline,Pakistan
Acinetobacter spp.,Tigecycline,Pakistan
Acinetobacter spp.,Tigecycline,Saudi Arabia
Acinetobacter spp.,Tigecycline,Saudi Arabia
Acinetobacter spp.,Tigecycline,Saudi Arabia
Acinetobacter spp.,Tigecycline,Saudi Arabia
Escherichia coli,Ampicillin,United Arab Emirates
Escherichia coli,Ampicillin,United Arab Emirates
Escherichia coli,Ampicillin,United Arab Emirates
Escherichia coli,Ampicillin,United Arab Emirates
Escherichia coli,Ampicillin,Argentina
Escherichia coli,Ampicillin,Argentina
Escherichia coli,Ampicillin,Argentina
Escherichia coli,Ampicillin,Argentina
Escherichia coli,Ampicillin,Bosnia and Herzegovina
Escherichia coli,Ampicillin,Bosnia and Herzegovina
Escherichia coli,Ampicillin,Bosnia and Herzegovina
Escherichia coli,Ampicillin,Bosnia and Herzegovina
Escherichia coli,Ampicillin,Switzerland
Escherichia coli,Ampicillin,Switzerland
Escherichia coli,Ampicillin,Switzerland
Escherichia coli,Ampicillin,Switzerland
Escherichia coli,Ampicillin,Japan
Escherichia coli,Ampicillin,Japan
Escherichia coli,Ampicillin,Japan
Escherichia coli,Ampicillin,Japan
Escherichia coli,Ampicillin,Republic of Korea
Escherichia coli,Ampicillin,Republic of Korea
Escherichia coli,Ampicillin,Republic of Korea
Escherichia coli,Ampicillin,Republic of Korea
Escherichia coli,Ampicillin,Lao People's Democratic Republic
Escherichia coli,Ampicillin,Lao People's Democratic Republic
Escherichia coli,Ampicillin,Lao People's Democratic Republic
Escherichia coli,Ampicillin,Lao People's Democratic Republic
Escherichia coli,Ampicillin,North Macedonia
Escherichia coli,Ampicillin,North Macedonia
Escherichia coli,Ampicillin,North Macedonia
Escherichia coli,Ampicillin,North Macedonia
Escherichia coli,Ampicillin,Malaysia
Escherichia coli,Ampicillin,Malaysia
Escherichia coli,Ampicillin,Malaysia
Escherichia coli,Ampicillin,Malaysia
Escherichia coli,Ampicillin,Oman
Escherichia coli,Ampicillin,Oman
Escherichia coli,Ampicillin,Oman
Escherichia coli,Ampicillin,Oman
Escherichia coli,Ampicillin,Pakistan
Escherichia coli,Ampicillin,Pakistan
Escherichia coli,Ampicillin,Pakistan
Escherichia coli,Ampicillin,Pakistan
